Frequency,Magnitude
1,73.21239716776216
2,73.8165010044532
3,115.61208193961987
4,109.89259572191337
5,19.854275689932635
6,23.266952346838295
7,46.835318382787825
8,101.48713031409702
9,53.540538937943644
10,46.30901702881818
11,56.50052604370944
12,66.6611697726553
13,11.901634803190834
14,71.89062649369214
15,144.10144792675555
16,220.44136367422243
17,158.16524907955437
18,23.137431041346844
19,67.04346519666692
20,40.67770091031508
21,34.447243326521765
22,46.12255965448188
23,52.59611179974733
24,20.337970027410236
25,77.88969508201255
26,40.735919214278375
27,82.73363913592812
28,40.82692703864797
29,75.91057317507402
30,84.81356164726202
31,159.46059301280724
32,200.74913065346473
33,100.19723885221899
34,13.59951418375051
35,64.91181660591192
36,29.27908821535398
37,86.03246595342796
38,112.76774295171896
39,65.94799304462964
40,64.95996893755436
41,81.43093904043047
42,126.50323586018288
43,50.11257646182492
44,103.83433573480046
45,101.09688134201521
46,83.7732610569499
47,74.7019343839556
48,257.7157682771348
49,219.8544836664777
50,64.49013454385879
51,130.1294576410186
52,47.72571169882407
53,56.807590671649045
54,27.88322301921954
55,60.93918745649938
56,68.77265794518311
57,180.8304794363608
58,75.06834546397312
59,124.34106193808942
60,109.09984694915177
61,47.90939329936166
62,45.50324064849703
63,148.3065278542842
64,225.6974933685193
65,101.34727782324998
66,40.72814765037597
67,49.03530948071605
68,5.984009700425134
69,27.08649690088249
70,69.24060115546656
71,98.0465705889555
72,84.02054522971561
73,135.39621316729836
74,102.37842972064914
75,110.94899356347862
76,78.01268961073512
77,50.590856996275484
78,68.61758657611892
79,156.46956516957886
80,212.8878126804086
81,86.42151802293661
82,119.5821215032248
83,135.20190242207948
84,59.15214477898449
85,20.984928791964016
86,31.173821695263108
87,52.001208795323144
88,18.072414125264398
89,79.08955592663936
90,57.481144930949156
91,52.562881882383756
92,62.22554392395322
93,56.01185281982894
94,73.83601475665797
95,307.9685969268102
96,402.3461430648743
97,206.25699732122695
98,51.864993415635006
99,88.56059290517298
100,80.91841824095091
101,42.31306137585165
102,56.20656320954912
103,61.554212317876335
104,92.28693495123412
105,77.2140580028189
106,57.3942208421149
107,128.63780858996088
108,66.00208722582356
109,62.5673122962202
110,66.52660841031339
111,119.99702148706172
112,69.20492409222118
113,105.146139609938
114,192.56924646621434
115,181.85647523610993
116,283.2845277926984
117,329.87233833470117
118,241.5590264833816
119,180.42515328324103
120,164.72242654983384
121,129.08768014330238
122,101.7336038948158
123,24.354183929064135
124,86.78812099790528
125,71.16797771780962
126,43.677952962987824
127,60.62521586195977
128,244.99824240063512
129,269.33159400271455
130,165.0939809807949
131,264.80856661062114
132,210.78933997402044
133,51.942709795247495
134,55.40371426045658
135,123.43649399981172
136,71.76620128208297
137,82.28546095517304
138,155.8070961965935
139,130.59811280071472
140,20.826749727759147
141,166.2677787372711
142,159.5854774550863
143,114.10211183462349
144,306.5680493304595
145,204.11829531829596
146,152.2239541460094
147,260.52143304379496
148,164.54304710343783
149,90.67260051889696
150,77.11363899664461
151,132.4846668571024
152,149.02983141639965
153,94.34015546978087
154,123.48197528945202
155,191.36122497009876
156,68.8940976678039
157,58.85360600546861
158,53.69626086934338
159,172.99605675772622
160,199.16854169544553
161,268.14386856983674
162,214.97345251182554
163,244.73010256520297
164,305.1290159559017
165,192.20333409939715
166,150.91097729196414
167,171.86002202947705
168,172.8503472610344
169,271.3842097368005
170,311.690409686374
171,211.87570788472638
172,293.24587915500786
173,322.02999121873887
174,669.4995792916313
175,848.3266055763855
176,984.5532668893804
177,1089.9067978077446
178,763.3558726658757
179,367.2410118002421
180,133.08625313916355
181,248.90881516375504
182,416.47824349393545
183,328.63628659331783
184,455.55637397680346
185,417.61886791673436
186,223.1921112090539
187,106.6082694431835
188,105.02065809315368
189,186.78717499946006
190,255.78007159599275
191,171.8525910978719
192,267.0978402286371
193,367.08662048103355
194,345.9393583714599
195,440.58212905984925
196,542.4095484005572
197,666.9093791533386
198,756.2519375762556
199,700.3885637333124
200,499.0996930934193
201,301.428085705066
202,188.2582433484595
203,87.15101614800825
204,95.71950006609238
205,154.48812733839438
206,223.2238687374953
207,201.13883167036963
208,290.869204641867
209,215.43482828917558
210,104.96874133557472
211,280.55520283437505
212,333.91877015814936
213,317.3110296565963
214,372.4204502270185
215,220.95430558162786
216,234.73937463110536
217,601.4667028704843
218,1081.3131912706865
219,1444.3998139356147
220,1267.5826846098225
221,843.746705125866
222,612.3383600426866
223,261.3216457602676
224,500.82884551557726
225,538.6824902843307
226,352.00078171843353
227,349.6127652668679
228,213.13689304821318
229,127.04784670751067
230,110.26956432469137
231,307.2805621093988
232,356.53200417438075
233,671.8448509377712
234,929.3799081666513
235,852.524580285209
236,545.9542284126202
237,310.6674637296812
238,405.0441968534159
239,308.6498028128516
240,83.9687241683909
241,207.59504557429844
242,40.17463852577903
243,271.9468061195566
244,186.70498035486457
245,189.77109193919912
246,315.0502223335676
247,309.0238955206995
248,90.06455297855005
249,221.22695686685225
250,341.88952644827725
251,338.25032346441895
252,295.42157047582816
253,271.23904638334716
254,126.08095562001661
255,133.2487992902228
256,101.52246047602537
257,237.5955836355986
258,287.1863209629578
259,182.32974798135209
260,259.83640864749367
261,295.74168369750896
262,363.83225291414436
263,377.3114034491733
264,359.2555133803154
265,187.1331093399529
266,263.2461143997976
267,257.62057618292454
268,115.72035139640052
269,102.69743241014751
270,245.133194875752
271,633.0563777092062
272,753.108164561371
273,869.5671648033949
274,1013.0837418748903
275,1098.127040100022
276,1137.2040347352372
277,1047.8634734940103
278,952.5831171330456
279,666.1299039303412
280,319.8585865720776
281,271.51653363272516
282,379.44321540206306
283,232.70677601106982
284,16.762351989436862
285,106.46970131686169
286,238.70645229414308
287,385.422138543081
288,399.9330238195143
289,167.43730836710688
290,107.41113068835129
291,77.6346884347438
292,122.52833387214702
293,170.5686107030896
294,132.22366725748077
295,223.1023024163151
296,335.65699722325087
297,341.88221869870125
298,513.6277258888873
299,382.6783391948867
300,343.1093623130249
301,289.51219842147356
302,290.4897211272869
303,162.82049688608163
304,304.0452888511839
305,491.0443673905352
306,387.3912161901251
307,359.0058705924115
308,393.2530918345719
309,378.0003143203536
310,192.96121509970354
311,146.06685313740246
312,212.27954428623065
313,332.39875062954104
314,390.449711437587
315,236.1243322490898
316,365.41539076045376
317,254.73787941035158
318,163.54022874532362
319,98.91857296671259
320,422.66733154943915
321,364.2664853143188
322,56.63319690896682
323,170.93426603843642
324,183.3733373519066
325,264.14651452531166
326,275.84945205158255
327,471.578050903169
328,653.789760456256
329,610.6360747854037
330,332.0008860088491
331,231.3275798289846
332,80.54010254521006
333,221.4200611498757
334,146.01639461611038
335,111.13982017732455
336,111.31096869229309
337,134.9809480876325
338,258.0266122059366
339,290.04684344176235
340,391.98961993464405
341,380.4244260618014
342,323.9784823883696
343,399.22341197063713
344,273.0391696034089
345,180.78710347898743
346,257.1218498886773
347,242.68755413482918
348,303.1117842849569
349,224.78480575833711
350,359.2114224182937
351,549.4614110599035
352,574.122009028038
353,332.76890866339784
354,117.99259672066287
355,355.25516006837574
356,215.16577447697432
357,363.65391418488
358,384.8630572483324
359,121.68643610292033
360,382.5364124554723
361,197.5001421806561
362,214.80548433434106
363,276.7306862026784
364,72.61432795948313
365,342.67758761012
366,245.25593719057795
367,309.1247412352703
368,428.1930501426319
369,244.129943594474
370,78.62893752999622
371,74.41366859910902
372,103.18209367593786
373,184.661075358848
374,336.1348932443488
375,249.16002813263398
376,315.9892242062894
377,450.8907498594215
378,209.55716898544455
379,324.04094215335937
380,443.1885227927473
381,113.50455881591051
382,215.68100364915333
383,86.1227673285001
384,136.27568731391582
385,71.04210862250702
386,180.03139892704533
387,84.87621920705384
388,109.15424777610251
389,218.96386885927583
390,384.0432055387312
391,192.26970641493924
392,270.39481133590834
393,540.8925718968937
394,716.1694119808141
395,806.632029685881
396,459.3853112003123
397,413.2806293766388
398,491.06029215872246
399,757.0073895659351
400,1005.0599264163054
401,722.7664259679615
402,1141.2170245106145
403,1389.8881219721352
404,1575.2073520176066
405,1649.8823135559726
406,1249.5324976323539
407,677.3773942168386
408,127.12280563336037
409,186.3339829888811
410,278.96117148445137
411,326.1653450494729
412,204.59646132373115
413,435.87615738953673
414,296.67941987493606
415,225.66793023940792
416,559.1384410057241
417,386.0757387876873
418,110.79027408139751
419,207.74957599530777
420,16.866092249733974
421,220.78207111345492
422,163.3104527147322
423,113.24240758246387
424,141.34036397924245
425,138.6454629959588
426,131.90720165672005
427,142.18571399212522
428,177.42226387428414
429,71.31772232640725
430,139.90231214515433
431,203.9766477219391
432,183.6438753222568
433,156.7920420123213
434,103.5360250727293
435,189.6489562404063
436,118.83241578009996
437,114.65420916098043
438,304.02517954626
439,463.2413550091553
440,443.1226997421812
441,387.7021058039008
442,331.81299686217204
443,282.90733344660873
444,171.66154707407313
445,145.2403878263564
446,147.01976524927616
447,166.52617774501047
448,127.11591419509922
449,202.7685420087322
450,377.15327072365994
451,403.28404059789113
452,391.26947559184754
453,212.89523122588403
454,228.22883796805976
455,75.34082464831786
456,354.87895925042
457,467.0417994077082
458,434.4471825817904
459,721.4528416830346
460,889.2640219333855
461,1056.0133812369404
462,1060.5807523338726
463,820.2234016146551
464,563.3146460944554
465,499.1078753741846
466,539.7066432115287
467,422.3545951068162
468,790.7544223089795
469,1040.1389001424923
470,919.2962740370261
471,823.2160088069854
472,380.0360199775467
473,306.4444623505437
474,413.44780556105457
475,137.76955854021324
476,267.4313299750346
477,301.76902708763186
478,111.15604358563763
479,82.87441162104743
480,164.42634367574385
481,256.89291207280866
482,69.85244530221183
483,208.32605667512578
484,189.86332082843978
485,183.64125410936148
486,266.83952008248775
487,112.5658335264232
488,389.86470829033175
489,432.8894871622113
490,232.1425295514509
491,112.91851516045725
492,214.4462887811996
493,356.8905465806775
494,283.4673930560434
495,299.20262447291265
496,224.52582524087106
497,122.93304130750471
498,174.2996724352262
499,255.77859453390752
500,163.80833161806024
501,73.64467765344001
502,178.31194650414653
503,179.23746459830733
504,230.85777744442692
505,221.8205897419467
506,100.08570941028914
507,112.30721416052315
508,175.76379054892047
509,27.524368131995967
510,292.2540407170714
511,379.7928561594508
512,226.49000634576024
513,203.4108967161308
514,231.54401469667573
515,171.41499946654406
516,83.25006035780449
517,235.8692867048257
518,284.74598509627015
519,171.61311067796217
520,345.6857243833695
521,264.7337921023526
522,201.13108200920155
523,327.1099938442631
524,481.6410469273903
525,330.0622123987782
526,190.74507383473585
527,272.85770726148166
528,250.78357232349617
529,468.6374159636671
530,299.6746723643594
531,129.2266448867835
532,160.12953665286864
533,146.0222394927268
534,229.209753052902
535,184.37194874972693
536,183.50106039092626
537,166.36223778454115
538,351.66965823366763
539,374.68690420729956
540,225.18658546191784
541,98.84719749546935
542,78.00102707061244
543,151.71713499549895
544,249.8220132884783
545,229.02640019305366
546,70.29491293386702
547,106.64216607867557
548,132.62521122060292
549,184.34186250483154
550,190.5064386221682
551,234.41006085613333
552,198.04814468073897
553,188.23289825583814
554,115.7625542657355
555,199.0090783570989
556,351.4018162933699
557,192.29247383808723
558,19.384689806093256
559,86.5628765004626
560,134.404998110124
561,140.92776983866034
562,275.35539553409006
563,230.06518018178477
564,352.84731400083115
565,361.4888749573736
566,82.12639074111594
567,235.7631101297838
568,189.58394319597687
569,159.86291377960754
570,319.95020784144793
571,182.27935553269438
572,189.7683468614883
573,264.2617417267163
574,171.2601653667584
575,258.25723421826444
576,514.1700218638676
577,197.8023867520811
578,423.65393661051877
579,603.9750629554741
580,238.34743986602157
581,371.4807057664223
582,450.357006734292
583,328.38790776426185
584,194.18809483614538
585,91.98743147294897
586,149.6152269506107
587,128.07925654548288
588,203.37327785776756
589,268.5453507737532
590,36.66521699038232
591,182.91414104826708
592,79.67396580928795
593,557.3033589376056
594,608.0101273167046
595,86.81431597119409
596,570.2525537082695
597,468.02387555402527
598,164.21989331316576
599,322.5734772156689
600,196.5372039983595
601,97.49432324188655
602,163.29637432415697
603,195.22121008177754
604,202.96198617831638
605,148.43908837467606
606,178.0125546069014
607,158.56693417459678
608,386.0388256005377
609,563.474139647342
610,381.0893380029196
611,258.73913108359164
612,188.0072989751443
613,213.1638150990424
614,166.4348298796274
615,203.3485837547298
616,295.4197020322681
617,164.72795391355854
618,294.0292378741477
619,254.13561441757307
620,62.05805396221247
621,75.62224914026929
622,173.45082489797795
623,170.72819747143424
624,293.16047840615397
625,309.98086429890174
626,182.259783872443
627,198.46519712211483
628,308.8048714973245
629,207.49406944983934
630,195.83644535510533
631,363.7204632808442
632,309.60956996669216
633,224.2823145550797
634,216.76130538228898
635,195.73108450277908
636,315.4656396736705
637,361.91816577517545
638,258.5288775956109
639,256.03904064752874
640,206.57873354151678
641,339.2975123978607
642,237.76314836514373
643,79.16128568650758
644,113.29066604490556
645,14.957476392649417
646,62.36822484808907
647,32.839360424847705
648,70.15381697105727
649,77.15313668208343
650,142.34061486756104
651,220.49012464653052
652,265.2593609080657
653,207.0928012127352
654,247.3435242452448
655,280.3798704224639
656,141.0594802090376
657,308.8302850943993
658,492.6167491146474
659,162.1432848240248
660,311.06632011874444
661,170.36427627204606
662,230.21395090476477
663,148.71005467794308
664,275.5479705655086
665,448.59885563482743
666,647.3715577693343
667,610.2777208597739
668,115.04724211481009
669,338.69565596199277
670,63.20769280055786
671,419.92536025290906
672,380.2868478856683
673,215.5537839354058
674,271.4588513441814
675,459.3775848360892
676,355.2833128632966
677,153.01544198705392
678,94.21747075155187
679,491.50394437606957
680,407.2956604927319
681,288.48247270466743
682,620.2616244323718
683,258.94544868409923
684,333.39282691459255
685,471.63683924484144
686,467.25900706347187
687,632.3445791727709
688,312.54884654761696
689,493.69947555040267
690,733.5207059709998
691,475.34204632205626
